date,country,D,H,I,M,S
2021-11-13,India,158.0,0.0,0.0,1248.0,0.0
2021-11-13,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-14,India,158.0,0.0,0.0,1248.0,0.0
2021-11-14,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-15,India,158.0,0.0,0.0,1248.0,0.0
2021-11-15,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-16,India,158.0,0.0,0.0,1248.0,0.0
2021-11-16,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-17,India,158.0,0.0,0.0,1248.0,0.0
2021-11-17,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-18,India,158.0,0.0,0.0,1248.0,0.0
2021-11-18,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-19,India,158.0,0.0,0.0,1248.0,0.0
2021-11-19,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-20,India,158.0,0.0,0.0,1248.0,0.0
2021-11-20,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-21,India,158.0,0.0,0.0,1248.0,0.0
2021-11-21,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-22,India,158.0,0.0,0.0,1248.0,0.0
2021-11-22,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-23,India,158.0,0.0,0.0,1248.0,0.0
2021-11-23,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-24,India,158.0,0.0,0.0,1248.0,0.0
2021-11-24,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-25,India,158.0,0.0,0.0,1248.0,0.0
2021-11-25,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-26,India,158.0,0.0,0.0,1248.0,0.0
2021-11-26,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-27,India,158.0,0.0,0.0,1248.0,0.0
2021-11-27,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-28,India,158.0,0.0,0.0,1248.0,0.0
2021-11-28,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-29,India,158.0,0.0,0.0,1248.0,0.0
2021-11-29,Sweden,1.0,0.0,0.0,8.0,0.0
2021-11-30,India,158.0,0.0,0.0,1248.0,0.0
2021-11-30,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-01,India,158.0,0.0,0.0,1248.0,0.0
2021-12-01,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-02,India,158.0,0.0,0.0,1248.0,0.0
2021-12-02,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-03,India,158.0,0.0,0.0,1248.0,0.0
2021-12-03,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-04,India,158.0,0.0,0.0,1248.0,0.0
2021-12-04,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-05,India,158.0,0.0,0.0,1248.0,0.0
2021-12-05,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-06,India,158.0,0.0,0.0,1248.0,0.0
2021-12-06,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-07,India,158.0,19.0,0.0,1229.0,0.0
2021-12-07,Sweden,1.0,0.0,0.0,8.0,0.0
2021-12-08,India,158.0,54.0,4.0,1190.0,0.0
2021-12-08,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-09,India,158.0,83.0,18.0,1147.0,0.0
2021-12-09,Sweden,1.0,2.0,0.0,6.0,0.0
2021-12-10,India,158.0,94.0,48.0,1106.0,0.0
2021-12-10,Sweden,1.0,1.0,1.0,6.0,0.0
2021-12-11,India,158.0,107.0,68.0,1073.0,0.0
2021-12-11,Sweden,1.0,0.0,2.0,6.0,0.0
2021-12-12,India,158.0,103.0,97.0,1045.0,3.0
2021-12-12,Sweden,1.0,0.0,2.0,6.0,0.0
2021-12-13,India,158.0,100.0,110.0,1027.0,11.0
2021-12-13,Sweden,1.0,0.0,2.0,6.0,0.0
2021-12-14,India,158.0,96.0,102.0,1031.0,19.0
2021-12-14,Sweden,1.0,0.0,1.0,7.0,0.0
2021-12-15,India,158.0,85.0,109.0,1024.0,30.0
2021-12-15,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-16,India,158.0,75.0,95.0,1037.0,41.0
2021-12-16,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-17,India,158.0,70.0,85.0,1036.0,57.0
2021-12-17,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-18,India,158.0,62.0,82.0,1035.0,69.0
2021-12-18,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-19,India,158.0,61.0,62.0,1040.0,85.0
2021-12-19,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-20,India,158.0,56.0,55.0,1040.0,97.0
2021-12-20,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-21,India,158.0,96.0,49.0,999.0,104.0
2021-12-21,Sweden,1.0,1.0,0.0,7.0,0.0
2021-12-22,India,158.0,140.0,51.0,943.0,114.0
2021-12-22,Sweden,1.0,0.0,1.0,7.0,0.0
2021-12-23,India,158.0,187.0,78.0,863.0,120.0
2021-12-23,Sweden,1.0,0.0,1.0,7.0,0.0
2021-12-24,India,158.0,201.0,112.0,807.0,128.0
2021-12-24,Sweden,1.0,1.0,1.0,6.0,0.0
2021-12-25,India,158.0,196.0,155.0,766.0,131.0
2021-12-25,Sweden,1.0,1.0,1.0,6.0,0.0
2021-12-26,India,158.0,192.0,183.0,736.0,137.0
2021-12-26,Sweden,1.0,1.0,0.0,6.0,1.0
2021-12-27,India,160.0,177.0,198.0,731.0,140.0
2021-12-27,Sweden,1.0,1.0,0.0,6.0,1.0
2021-12-28,India,162.0,153.0,204.0,731.0,156.0
2021-12-28,Sweden,1.0,2.0,0.0,5.0,1.0
2021-12-29,India,165.0,147.0,187.0,732.0,175.0
2021-12-29,Sweden,1.0,0.0,2.0,5.0,1.0
2021-12-30,India,169.0,130.0,172.0,745.0,190.0
2021-12-30,Sweden,1.0,0.0,2.0,5.0,1.0
2021-12-31,India,169.0,127.0,147.0,765.0,198.0
2021-12-31,Sweden,1.0,0.0,2.0,5.0,1.0
2022-01-01,India,170.0,112.0,126.0,786.0,212.0
2022-01-01,Sweden,1.0,0.0,2.0,5.0,1.0
2022-01-02,India,171.0,100.0,113.0,802.0,220.0
2022-01-02,Sweden,1.0,0.0,0.0,6.0,2.0
2022-01-03,India,172.0,89.0,101.0,816.0,228.0
2022-01-03,Sweden,1.0,0.0,0.0,6.0,2.0
2022-01-04,India,173.0,96.0,94.0,807.0,236.0
2022-01-04,Sweden,1.0,0.0,0.0,6.0,2.0
2022-01-05,India,174.0,112.0,78.0,803.0,239.0
2022-01-05,Sweden,1.0,0.0,0.0,6.0,2.0
2022-01-06,India,174.0,134.0,74.0,777.0,247.0
2022-01-06,Sweden,1.0,1.0,0.0,5.0,2.0
2022-01-07,India,175.0,142.0,74.0,766.0,249.0
2022-01-07,Sweden,1.0,1.0,0.0,5.0,2.0
2022-01-08,India,175.0,143.0,88.0,747.0,253.0
2022-01-08,Sweden,1.0,2.0,0.0,4.0,2.0
2022-01-09,India,176.0,143.0,102.0,732.0,253.0
2022-01-09,Sweden,1.0,1.0,1.0,5.0,1.0
2022-01-10,India,176.0,134.0,112.0,728.0,256.0
2022-01-10,Sweden,1.0,1.0,1.0,5.0,1.0
2022-01-11,India,178.0,123.0,121.0,743.0,241.0
2022-01-11,Sweden,1.0,0.0,2.0,5.0,1.0
2022-01-12,India,185.0,122.0,116.0,751.0,232.0
2022-01-12,Sweden,1.0,0.0,2.0,5.0,1.0
2022-01-13,India,190.0,116.0,110.0,767.0,223.0
2022-01-13,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-14,India,194.0,110.0,95.0,792.0,215.0
2022-01-14,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-15,India,197.0,99.0,87.0,821.0,202.0
2022-01-15,Sweden,1.0,0.0,0.0,6.0,2.0
2022-01-16,India,199.0,94.0,76.0,848.0,189.0
2022-01-16,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-17,India,204.0,91.0,65.0,868.0,178.0
2022-01-17,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-18,India,205.0,90.0,59.0,884.0,168.0
2022-01-18,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-19,India,207.0,81.0,50.0,900.0,168.0
2022-01-19,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-20,India,207.0,86.0,44.0,902.0,167.0
2022-01-20,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-21,India,208.0,79.0,50.0,903.0,166.0
2022-01-21,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-22,India,209.0,74.0,53.0,910.0,160.0
2022-01-22,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-23,India,211.0,69.0,48.0,921.0,157.0
2022-01-23,Sweden,1.0,0.0,0.0,7.0,1.0
2022-01-24,India,213.0,67.0,46.0,932.0,148.0
2022-01-24,Sweden,1.0,1.0,0.0,6.0,1.0
2022-01-25,India,213.0,67.0,33.0,943.0,150.0
2022-01-25,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-26,India,220.0,60.0,29.0,963.0,134.0
2022-01-26,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-27,India,221.0,62.0,24.0,977.0,122.0
2022-01-27,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-28,India,222.0,56.0,25.0,993.0,110.0
2022-01-28,Sweden,1.0,0.0,1.0,6.0,1.0
2022-01-29,India,223.0,45.0,31.0,1007.0,100.0
2022-01-29,Sweden,1.0,0.0,0.0,8.0,0.0
2022-01-30,India,224.0,46.0,27.0,1016.0,93.0
2022-01-30,Sweden,1.0,0.0,0.0,8.0,0.0
2022-01-31,India,224.0,45.0,28.0,1023.0,86.0
2022-01-31,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-01,India,225.0,46.0,23.0,1028.0,84.0
2022-02-01,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-02,India,227.0,47.0,14.0,1040.0,78.0
2022-02-02,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-03,India,227.0,44.0,16.0,1052.0,67.0
2022-02-03,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-04,India,227.0,39.0,16.0,1064.0,60.0
2022-02-04,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-05,India,227.0,41.0,17.0,1060.0,61.0
2022-02-05,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-06,India,227.0,39.0,17.0,1068.0,55.0
2022-02-06,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-07,India,227.0,40.0,12.0,1073.0,54.0
2022-02-07,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-08,India,227.0,36.0,11.0,1086.0,46.0
2022-02-08,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-09,India,227.0,27.0,17.0,1092.0,43.0
2022-02-09,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-10,India,227.0,26.0,16.0,1098.0,39.0
2022-02-10,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-11,India,228.0,26.0,16.0,1100.0,36.0
2022-02-11,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-12,India,229.0,25.0,14.0,1103.0,35.0
2022-02-12,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-13,India,229.0,22.0,8.0,1113.0,34.0
2022-02-13,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-14,India,229.0,21.0,9.0,1115.0,32.0
2022-02-14,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-15,India,230.0,22.0,8.0,1116.0,30.0
2022-02-15,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-16,India,230.0,20.0,8.0,1124.0,24.0
2022-02-16,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-17,India,230.0,19.0,5.0,1127.0,25.0
2022-02-17,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-18,India,230.0,19.0,3.0,1130.0,24.0
2022-02-18,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-19,India,230.0,19.0,5.0,1130.0,22.0
2022-02-19,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-20,India,230.0,15.0,7.0,1131.0,23.0
2022-02-20,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-21,India,231.0,15.0,6.0,1135.0,19.0
2022-02-21,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-22,India,231.0,15.0,7.0,1137.0,16.0
2022-02-22,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-23,India,231.0,14.0,6.0,1139.0,16.0
2022-02-23,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-24,India,231.0,14.0,2.0,1141.0,18.0
2022-02-24,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-25,India,231.0,13.0,3.0,1142.0,17.0
2022-02-25,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-26,India,231.0,12.0,3.0,1145.0,15.0
2022-02-26,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-27,India,231.0,12.0,2.0,1148.0,13.0
2022-02-27,Sweden,1.0,0.0,0.0,8.0,0.0
2022-02-28,India,231.0,9.0,5.0,1148.0,13.0
2022-02-28,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-01,India,231.0,7.0,6.0,1149.0,13.0
2022-03-01,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-02,India,231.0,7.0,6.0,1150.0,12.0
2022-03-02,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-03,India,231.0,8.0,7.0,1151.0,9.0
2022-03-03,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-04,India,231.0,7.0,5.0,1153.0,10.0
2022-03-04,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-05,India,231.0,8.0,3.0,1152.0,12.0
2022-03-05,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-06,India,231.0,8.0,3.0,1153.0,11.0
2022-03-06,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-07,India,231.0,8.0,2.0,1153.0,12.0
2022-03-07,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-08,India,231.0,8.0,1.0,1153.0,13.0
2022-03-08,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-09,India,231.0,7.0,2.0,1155.0,11.0
2022-03-09,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-10,India,231.0,5.0,3.0,1159.0,8.0
2022-03-10,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-11,India,231.0,4.0,4.0,1159.0,8.0
2022-03-11,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-12,India,231.0,4.0,4.0,1159.0,8.0
2022-03-12,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-13,India,231.0,2.0,5.0,1161.0,7.0
2022-03-13,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-14,India,231.0,2.0,3.0,1163.0,7.0
2022-03-14,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-15,India,231.0,2.0,2.0,1164.0,7.0
2022-03-15,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-16,India,231.0,1.0,3.0,1164.0,7.0
2022-03-16,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-17,India,231.0,1.0,1.0,1165.0,8.0
2022-03-17,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-18,India,231.0,1.0,1.0,1167.0,6.0
2022-03-18,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-19,India,231.0,1.0,1.0,1169.0,4.0
2022-03-19,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-20,India,231.0,1.0,0.0,1170.0,4.0
2022-03-20,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-21,India,231.0,1.0,0.0,1171.0,3.0
2022-03-21,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-22,India,231.0,1.0,0.0,1172.0,2.0
2022-03-22,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-23,India,231.0,1.0,0.0,1172.0,2.0
2022-03-23,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-24,India,231.0,1.0,0.0,1172.0,2.0
2022-03-24,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-25,India,231.0,1.0,0.0,1172.0,2.0
2022-03-25,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-26,India,231.0,1.0,0.0,1172.0,2.0
2022-03-26,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-27,India,231.0,1.0,0.0,1172.0,2.0
2022-03-27,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-28,India,231.0,1.0,0.0,1172.0,2.0
2022-03-28,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-29,India,231.0,1.0,0.0,1173.0,1.0
2022-03-29,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-30,India,231.0,1.0,0.0,1173.0,1.0
2022-03-30,Sweden,1.0,0.0,0.0,8.0,0.0
2022-03-31,India,231.0,1.0,0.0,1174.0,0.0
2022-03-31,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-01,India,231.0,0.0,1.0,1174.0,0.0
2022-04-01,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-02,India,231.0,0.0,1.0,1174.0,0.0
2022-04-02,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-03,India,231.0,0.0,1.0,1174.0,0.0
2022-04-03,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-04,India,231.0,0.0,1.0,1174.0,0.0
2022-04-04,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-05,India,231.0,0.0,0.0,1175.0,0.0
2022-04-05,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-06,India,231.0,0.0,0.0,1175.0,0.0
2022-04-06,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-07,India,231.0,0.0,0.0,1175.0,0.0
2022-04-07,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-08,India,231.0,0.0,0.0,1175.0,0.0
2022-04-08,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-09,India,231.0,0.0,0.0,1175.0,0.0
2022-04-09,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-10,India,231.0,0.0,0.0,1175.0,0.0
2022-04-10,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-11,India,231.0,1.0,0.0,1174.0,0.0
2022-04-11,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-12,India,231.0,6.0,1.0,1168.0,0.0
2022-04-12,Sweden,1.0,0.0,0.0,8.0,0.0
2022-04-13,India,231.0,25.0,4.0,1146.0,0.0
2022-04-13,Sweden,1.0,1.0,0.0,7.0,0.0
2022-04-14,India,231.0,27.0,11.0,1137.0,0.0
2022-04-14,Sweden,1.0,2.0,0.0,6.0,0.0
2022-04-15,India,231.0,45.0,15.0,1115.0,0.0
2022-04-15,Sweden,1.0,1.0,1.0,6.0,0.0
2022-04-16,India,231.0,42.0,28.0,1105.0,0.0
2022-04-16,Sweden,1.0,1.0,1.0,6.0,0.0
2022-04-17,India,231.0,43.0,34.0,1097.0,1.0
2022-04-17,Sweden,1.0,0.0,2.0,6.0,0.0
2022-04-18,India,231.0,43.0,38.0,1090.0,4.0
2022-04-18,Sweden,1.0,0.0,2.0,6.0,0.0
2022-04-19,India,231.0,40.0,44.0,1084.0,7.0
2022-04-19,Sweden,1.0,0.0,1.0,6.0,1.0
2022-04-20,India,231.0,40.0,40.0,1083.0,12.0
2022-04-20,Sweden,1.0,0.0,1.0,6.0,1.0
2022-04-21,India,231.0,36.0,44.0,1079.0,16.0
2022-04-21,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-22,India,231.0,29.0,41.0,1084.0,21.0
2022-04-22,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-23,India,231.0,23.0,41.0,1086.0,25.0
2022-04-23,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-24,India,231.0,25.0,37.0,1083.0,30.0
2022-04-24,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-25,India,231.0,35.0,29.0,1076.0,35.0
2022-04-25,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-26,India,231.0,58.0,27.0,1052.0,38.0
2022-04-26,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-27,India,231.0,73.0,30.0,1032.0,40.0
2022-04-27,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-28,India,231.0,87.0,42.0,1003.0,43.0
2022-04-28,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-29,India,231.0,98.0,56.0,975.0,46.0
2022-04-29,Sweden,1.0,0.0,0.0,7.0,1.0
2022-04-30,India,231.0,116.0,73.0,937.0,49.0
2022-04-30,Sweden,1.0,0.0,0.0,7.0,1.0
